symbol,name,sector,industry
3132,マクニカホールディングス,Industrials,卸売業
3133,海帆,Consumer Cyclical,小売業
3134,Ｈａｍｅｅ,Consumer Cyclical,小売業
3135,マーケットエンタープライズ,Consumer Cyclical,小売業
3137,ファンデリー,Consumer Cyclical,小売業
3138,富士山マガジンサービス,Consumer Cyclical,小売業
3139,ラクト・ジャパン,Industrials,卸売業
3140,ＢＲＵＮＯ,Industrials,卸売業
3141,ウエルシアホールディングス,Consumer Cyclical,小売業
3143,オーウイル,Industrials,卸売業
3148,クリエイトＳＤホールディングス,Consumer Cyclical,小売業
3150,グリムス,Industrials,卸売業
3151,バイタルケーエスケー・ホールディングス,Industrials,卸売業
3153,八洲電機,Industrials,卸売業
3154,メディアスホールディングス,Industrials,卸売業
3156,レスター,Industrials,卸売業
3157,ジオリーブグループ,Industrials,卸売業
3159,丸善ＣＨＩホールディングス,Consumer Cyclical,小売業
3160,大光,Industrials,卸売業
3161,アゼアス,Industrials,卸売業
3166,ＯＣＨＩホールディングス,Industrials,卸売業
3167,ＴＯＫＡＩホールディングス,Industrials,卸売業
3168,黒谷,Industrials,卸売業
3169,ミサワ,Consumer Cyclical,小売業
3172,ティーライフ,Consumer Cyclical,小売業
3173,Ｃｏｍｉｎｉｘ,Industrials,卸売業
3174,ハピネス・アンド・ディ,Consumer Cyclical,小売業
3175,エー・ピーホールディングス,Consumer Cyclical,小売業
3176,三洋貿易,Industrials,卸売業
3177,ありがとうサービス,Consumer Cyclical,小売業
3178,チムニー,Consumer Cyclical,小売業
3179,シュッピン,Consumer Cyclical,小売業
3180,ビューティガレージ,Industrials,卸売業
3181,買取王国,Consumer Cyclical,小売業
3182,オイシックス・ラ・大地,Consumer Cyclical,小売業
3183,ウイン・パートナーズ,Industrials,卸売業
3184,ＩＣＤＡホールディングス,Consumer Cyclical,小売業
3185,夢展望,Consumer Cyclical,小売業
3186,ネクステージ,Consumer Cyclical,小売業
3187,サンワカンパニー,Consumer Cyclical,小売業
3189,ＡＮＡＰ,Consumer Cyclical,小売業
3190,ホットマン,Consumer Cyclical,小売業
3191,ジョイフル本田,Consumer Cyclical,小売業
3192,白鳩,Consumer Cyclical,小売業
3193,エターナルホスピタリティグループ,Consumer Cyclical,小売業
3195,ジェネレーションパス,Consumer Cyclical,小売業
3196,ホットランド,Consumer Cyclical,小売業
3197,すかいらーくホールディングス,Consumer Cyclical,小売業
3198,ＳＦＰホールディングス,Consumer Cyclical,小売業
3199,綿半ホールディングス,Consumer Cyclical,小売業
3201,日本毛織,Consumer Cyclical,繊維製品
3202,ダイトウボウ,Consumer Cyclical,繊維製品
3204,トーア紡コーポレーション,Consumer Cyclical,繊維製品
3205,ダイドーリミテッド,Consumer Cyclical,繊維製品
3221,ヨシックスホールディングス,Consumer Cyclical,小売業
3222,ユナイテッド・スーパーマーケット・ホールディングス,Consumer Cyclical,小売業
3223,エスエルディー,Consumer Cyclical,小売業
3224,ゼネラル・オイスター,Consumer Cyclical,小売業
3231,野村不動産ホールディングス,Real Estate,不動産業
3232,三重交通グループホールディングス,Real Estate,不動産業
3236,プロパスト,Real Estate,不動産業
3237,イントランス,Real Estate,不動産業
3238,セントラル総合開発,Real Estate,不動産業
3241,ウィル,Real Estate,不動産業
3242,アーバネットコーポレーション,Real Estate,不動産業
3245,ディア・ライフ,Real Estate,不動産業
3246,コーセーアールイー,Real Estate,不動産業
3248,アールエイジ,Real Estate,不動産業
3252,地主,Real Estate,不動産業
3254,プレサンスコーポレーション,Real Estate,不動産業
3261,グランディーズ,Real Estate,不動産業
3264,アスコット,Real Estate,不動産業
3266,ファンドクリエーショングループ,Real Estate,不動産業
3267,フィル・カンパニー,Industrials,建設業
3271,ＴＨＥグローバル社,Real Estate,不動産業
3275,ハウスコム,Real Estate,不動産業
3276,ＪＰＭＣ,Real Estate,不動産業
3277,サンセイランディック,Real Estate,不動産業
3280,エストラスト,Real Estate,不動産業
3284,フージャースホールディングス,Real Estate,不動産業
3286,トラストホールディングス,Real Estate,不動産業
3288,オープンハウスグループ,Real Estate,不動産業
3289,東急不動産ホールディングス,Real Estate,不動産業
3291,飯田グループホールディングス,Real Estate,不動産業
3293,アズマハウス,Real Estate,不動産業
3294,イーグランド,Real Estate,不動産業
3297,東武住販,Real Estate,不動産業
3299,ムゲンエステート,Real Estate,不動産業
3300,アンビション　ＤＸ　ホールディングス,Real Estate,不動産業
3302,帝国繊維,Consumer Cyclical,繊維製品
3306,日本製麻,Industrials,卸売業
3315,日本コークス工業,Energy,石油･石炭製品
3317,フライングガーデン,Consumer Cyclical,小売業
3319,ゴルフダイジェスト・オンライン,Consumer Cyclical,小売業
3320,クロスプラス,Industrials,卸売業
3321,ミタチ産業,Industrials,卸売業
3322,アルファグループ,Industrials,卸売業
3323,レカム,Industrials,卸売業
3326,ランシステム,Industrials,サービス業
3328,ＢＥＥＮＯＳ,Consumer Cyclical,小売業
3329,東和フードサービス,Consumer Cyclical,小売業
3333,あさひ,Consumer Cyclical,小売業
3341,日本調剤,Consumer Cyclical,小売業
3347,トラスト,Consumer Cyclical,小売業
3349,コスモス薬品,Consumer Cyclical,小売業
3350,メタプラネット,Industrials,卸売業
3352,バッファロー,Consumer Cyclical,小売業
3353,メディカル一光グループ,Consumer Cyclical,小売業
3355,クリヤマホールディングス,Industrials,卸売業
3358,ワイエスフード,Consumer Cyclical,小売業
3359,ｃｏｔｔａ,Industrials,卸売業
3360,シップヘルスケアホールディングス,Industrials,卸売業
3361,トーエル,Consumer Cyclical,小売業
3370,フジタコーポレーション,Consumer Cyclical,小売業
3371,ソフトクリエイトホールディングス,Communication Services,情報･通信業
